sentence,prediction,gold,is_same,is_single_word
[CLS] Adolf Hitler is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Nazi Germany ' s,Nazi Party | NSDAP | National Socialist German Workers ' Party | Nationalsozialistische Deutsche Arbeiterpartei | Nazi Party,False,False
[CLS] Elin Jones is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],United States House of Representatives,Plaid Cymru | Plaid | Plaid Cymru | Plaid Cymru [UNK] the Party of Wales | The Party of Wales,False,False
[CLS] Mao Zedong is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Mao Zedong,Communist Party of China | CCP | CPC | Chinese Communist Party | Communist Party of China | TG,False,False
[CLS] Chiang Kai - shek is a member of the [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Hong Kong,Kuomintang | Chinese Nationalist Party | GMD | Guomindang | KMT | Kuomintang | Kuomintang of China,False,False
[CLS] Pierre Trudeau is a member of the [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Trudeau,Liberal Party of Canada | Grits | LPC | Liberal Party of Canada,False,False
[CLS] Joseph Stalin is a member of the [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Soviet Union,Communist Party of the Soviet Union | Bolshevik Party | CPSU | Communist Party of the Soviet Union | RCP ( b ) | Russian Communist Party ( Bolsheviks ),False,False
[CLS] Wilfrid Laurier is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD],Laurier,Liberal Party of Canada | Grits | LPC | Liberal Party of Canada,False,False
[CLS] Gough Whitlam is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD],Gough Whitlam,Australian Labor Party | ALP | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False,False
[CLS] Justin Trudeau is a member of the [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Trudeau,Liberal Party of Canada | Grits | LPC | Liberal Party of Canada,False,False
[CLS] Kevin Rudd is a member of the [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Rudd,Australian Labor Party | ALP | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False,False
[CLS] Mohandas Karamchand Gandhi is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD],Bharatiya,Indian National Congress | Congress | INC | Indian National Congress,False,False
[CLS] Jonas Malheiro Savimbi is a member of the [MASK] [MASK] [MASK] political party . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Savimbi,National Union for the Total Independence of Angola | National Union for the Total Independence of Angola | UNITA,False,False
