sentence,prediction,gold,is_same,is_single_word
[CLS] subspecies is part of [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],subspecies,species | sp . | species,False,True
[CLS] Latin Church is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the Roman Catholic Church,Catholic Church | Catholic Church | Church | Roman Apostolic Catholic Church | Roman Catholic Church,False,False
[CLS] American League is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],New York City City Council,Major League Baseball | Bsbl | MLB | Major League | Major League Baseball,False,False
[CLS] county of England is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],county of England,England | England,False,True
[CLS] subgenus is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],subgenus,genus | genus | genus ( zoology ) | monospecies genus,False,True
[CLS] Ukrainian Soviet Socialist Republic is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the Soviet Union,Soviet Union | CCCP | SU | Soviet Union | Soviets | The Soviets | U . S . S . R | U . S . S . R . | USSR | Union of Soviet Socialist Republics | the Soviet Union | the Union of Soviet Socialist Republics | СССР,True,False
[CLS] diocese is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Apostolic,ecclesiastical province | church province | ecclesiastical province,False,False
[CLS] National League is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Pro . Pro,Major League Baseball | Bsbl | MLB | Major League | Major League Baseball,False,False
[CLS] arrondissement of France is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],arrondissement of France,department of France | French department | departement | department | department of France | departments of France | département,False,False
[CLS] Russian Soviet Federative Socialist Republic is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],the Soviet Union,Soviet Union | CCCP | SU | Soviet Union | Soviets | The Soviets | U . S . S . R | U . S . S . R . | USSR | Union of Soviet Socialist Republics | the Soviet Union | the Union of Soviet Socialist Republics | СССР,True,False
[CLS] Honshu is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Japan,Japan | JA | JAP | JP | JPN | Japan | Land of the Rising Sun | Nihon | Nihon - koku | Nippon | Nippon - koku | State of Japan | jp,True,True
[CLS] Minor Planet Center is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],U . S .,International Astronomical Union | IAU | International Astronomical Union | Working Group on Star Names,False,False
[CLS] runway is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],runway,airport | air port | airport | airports,False,True
[CLS] species is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Rhytismataceae,subgenus | Subgenera | subgenus,False,False
[CLS] commune of France is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune of France,canton of France ( until 2015 ) | canton of France ( until 2015 ) | former canton of France,False,False
[CLS] United Nations Security Council is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the United Nations,United Nations | UN | UNO | United Nations | United Nations Organization | [UNK],False,False
[CLS] Mediterranean Sea is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Mediterranean Sea,Atlantic Ocean | Atlantic | Atlantic Ocean | Atlantic Sea | Great Western Ocean,False,False
[CLS] leap year is part of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],leap,Julian calendar | Julian calendar | Old Style,False,False
[CLS] Germany is part of [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Germany,Europe | Europe | Old continent,False,True
[CLS] Spitsbergen is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spitsbergen,Svalbard | Spitsburgen | Spitzbergen | Spitzburgen | Svaalbard | Sval ' bard | Svalbard | Svalbard Archipelago | Svalbard Island | Svalbard Islands | Svaldbard,False,True
[CLS] frazione is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the frazione,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,False,False
[CLS] International League is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Liaoning International League,Minor League Baseball | MiLB | Minor League Baseball | Minor league | farm leagues,False,False
[CLS] International Ice Hockey Federation is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the International Ice Hockey Federation,ice hockey | Eishockey | ice hockey,False,False
[CLS] Mexico is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the State of Mexico,Latin America | Latin America | Latin America and the Caribbean | Spanish America,False,False
[CLS] Pacific War is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Pacific War is part,World War II | 2nd World War | Second World War | WW2 | WWII | World War 2 | World War II | World War Two | the Second World War,False,False
[CLS] Caribbean Sea is part of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Caribbean Sea,Atlantic Ocean | Atlantic | Atlantic Ocean | Atlantic Sea | Great Western Ocean,False,False
[CLS] Bahia is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the state of Bahia,Northeast Region | Northeast Region,False,False
[CLS] European Theatre of World War II is part of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],World War II,World War II | 2nd World War | Second World War | WW2 | WWII | World War 2 | World War II | World War Two | the Second World War,True,False
[CLS] United States Senate is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],United States House of Representatives,United States Congress | American Congress | American legislature | Congress | Congress of the United States | Legislature of the United States | U . S . Congress | US Congress | United States Congress | United states legislative branch,False,False
[CLS] National Football Conference is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the National Football Conference,National Football League | NFL | National Football League,False,False
[CLS] biochemistry is part of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],biochemistry,biology | Biology ( General ) | bio | biological science | biology | life science | study of life,False,True
