sentence,prediction,gold,is_same,is_single_word
[CLS] Hollyoaks was originally aired on [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Hollyoaks,Channel 4 | C4 | Channel 4,False,False
[CLS] Desperate Housewives was originally aired on [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],ABC Family,American Broadcasting Company | ABC | Abc | American Broadcasting Company,False,False
[CLS] The Wire was originally aired on [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],The Wire,HBO | HBO | HBO Family | Home Box Office,False,True
[CLS] The Sopranos was originally aired on [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],ABC Family,HBO | HBO | HBO Family | Home Box Office,False,True
[CLS] General Hospital was originally aired on [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ABC Family,American Broadcasting Company | ABC | Abc | American Broadcasting Company,False,False
[CLS] Doctor Who was originally aired on [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the United Kingdom,BBC One | BBC 1 | BBC One | BBC TV | BBC Television Service | BBC1,False,False
[CLS] Law & Order was originally aired on [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],the United States,NBC | NBC | National Broadcasting Company,False,True
[CLS] Lost was originally aired on [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],ABC Family,American Broadcasting Company | ABC | Abc | American Broadcasting Company,False,False
[CLS] The Simpsons was originally aired on [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Cartoon Network,Fox Broadcasting Company | FOX | Fox | Fox Broadcasting Company | Fox Network,False,False
[CLS] Heroes was originally aired on [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],ABC Family,NBC | NBC | National Broadcasting Company,False,True
[CLS] SportsCenter was originally aired on [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],SportsCenter,ESPN | ESPN | Entertainment and Sports Programming Network,False,True
[CLS] How I Met Your Mother was originally aired on [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],ABC Family,CBS | CBS | Columbia Broadcasting System,False,True
[CLS] Good Morning America was originally aired on [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],WOWOW,American Broadcasting Company | ABC | Abc | American Broadcasting Company,False,False
