sentence,prediction,gold,is_same,is_single_word
[CLS] Washington Redskins is a member of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the Major League Baseball,National Football League | NFL | National Football League | NFL | National Football League,False,False
[CLS] United States of America is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],United States House of Representatives,"United Nations | UN | UNO | United Nations | United Nations Organization | [UNK] | ADB | Asian Development Bank | SEATO | Southeast Asia Treaty Organization | APEC | Asia - Pacific Economic Cooperation | OECD | OEEC | Organisation de coopération et de développement économiques ， OCDE | Organisation for Economic Co - operation and Development ， OECD | Organisation for Economic Cooperation and Development | OAS | Organization of American States | AfDB | African Development Bank | IMF | International Monetary Fund | International Monetary Fund , IMF | A . N . Z . U . S . | A . N . Z . U . S . | A . N . Z . U . S . Treaty | ANZUS | ANZUS Pact | ANZUS Treaty | ANZUS treaty | Anzus | Anzus Treaty | Anzus treaty | Australia , New Zealand , United States Security Treaty | Australia , New Zealand , United States security treaty | Australia - New Zealand - United States Security Treaty | Pacific Security Treaty | U . S . - Australia alliance | United States security treaty Australia New Zealand | Treaty on Open Skies | IEA | Iea | International Energy Agency | Australia Group | UN Security Council | UNSC | United Nations Security Council | International Centre for Settlement of Investment Disputes | ASEAN Regional Forum | Association of Southeast Asian Nations Regional Forum | UPU | Universal Postal Union | CCEB | Combined Communications Electronics Board | G8 | Group of Eight | OPCW | Organisation for the Prohibition of Chemical Weapons | NAFTA | North American Free Trade Agreement | UN | UNO | United Nations | United Nations Organization | [UNK] | NATO | North Atlantic Alliance | North Atlantic Treaty Organisation | North Atlantic Treaty Organization | en : North Atlantic Treaty Organization | MTCR | Missile Technology Control Regime | AUSCANNZUKUS | NSG | Nuclear Suppliers Group | SAC | Strategic Airlift Capability | ASIC | Air and Space Interoperability Council | The World Bank | WB | World Bank | World Bank , WB | G - 20 | G20 | Group of Twenty | Group of Twenty Finance Ministers and Central Bank Governors | GEO | Group on Earth Observations | WTO | World Trade Organization | ITU | International Telecommunication Union | International Telegraph Union | IDA | International Development Association | MIGA | Multilateral Investment Guarantee Agency | MCCE | Movement Coordination Centre Europe | OSCE | Organisation for Security and Co - operation in Europe | Organisation for Security and Cooperation in Europe | Organization for Security and Co - operation in Europe | Organization for Security and Cooperation in Europe | ICPO | INTERPOL | International Criminal Police Commission | International Criminal Police Organization | International Police Organization | Interpol | OIPC | IFC | International Finance Corporation | ABCA Armies | TTCP | The Technical Cooperation Program | IHO | International Hydrographic Organization | IBRD | International Bank for Reconstruction and Development | Arctic Council",False,False
[CLS] Ukrainian Soviet Socialist Republic is a member of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the Soviet Union,Soviet Union | CCCP | SU | Soviet Union | Soviets | The Soviets | U . S . S . R | U . S . S . R . | USSR | Union of Soviet Socialist Republics | the Soviet Union | the Union of Soviet Socialist Republics | СССР | Agreement on the formation of the USSR | Treaty on the Creation of the USSR | Belavezh Accords | Belavezha Accords | Belavezha Agreement | Belovezha Accords | Denunciation of the Treaty on the Creation of the USSR | End of the Soviet Union | Беловежские соглашения | UN | UNO | United Nations | United Nations Organization | [UNK] | CCCP | SU | Soviet Union | Soviets | The Soviets | U . S . S . R | U . S . S . R . | USSR | Union of Soviet Socialist Republics | the Soviet Union | the Union of Soviet Socialist Republics | СССР,True,False
[CLS] Russian Soviet Federative Socialist Republic is a member of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],the Soviet Union,Soviet Union | CCCP | SU | Soviet Union | Soviets | The Soviets | U . S . S . R | U . S . S . R . | USSR | Union of Soviet Socialist Republics | the Soviet Union | the Union of Soviet Socialist Republics | СССР | Belavezh Accords | Belavezha Accords | Belavezha Agreement | Belovezha Accords | Denunciation of the Treaty on the Creation of the USSR | End of the Soviet Union | Беловежские соглашения | CCCP | SU | Soviet Union | Soviets | The Soviets | U . S . S . R | U . S . S . R . | USSR | Union of Soviet Socialist Republics | the Soviet Union | the Union of Soviet Socialist Republics | СССР,True,False
[CLS] Green Bay Packers is a member of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Green Bay Packers,National Football League | NFL | National Football League | NFL | National Football League,False,False
[CLS] New York Giants is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the National Football League,National Football League | NFL | National Football League | NFL | National Football League,False,False
[CLS] Philadelphia Eagles is a member of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the Philadelphia Eagles,National Football League | NFL | National Football League | NFL | National Football League,False,False
[CLS] Chicago Bears is a member of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the National Football League,National Football League | NFL | National Football League | NFL | National Football League,False,False
[CLS] San Francisco 49ers is a member of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],San Francisco 49ers,National Football League | NFL | National Football League | NFL | National Football League,False,False
[CLS] Detroit Lions is a member of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the league,National Football League | NFL | National Football League | NFL | National Football League,False,False
