sentence,prediction,gold,is_same,is_single_word
[CLS] The native language of William Shakespeare is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the language of William Shakespeare,English | English | English language | en | eng,False,True
[CLS] The native language of Serbs is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Serbo - Croatian,Serbian | Serbian | Serbian language | sr,False,True
[CLS] The native language of Francisco Franco is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,Spanish | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,True
[CLS] The native language of Vladimir Putin is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Tatar,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Alexander Pushkin is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],the Pushkin language,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Leo Tolstoy is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],the Tatar,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Croats is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the Serb language,Croatian | Croatian | Croatian language | hr,False,True
[CLS] The native language of Serge Gainsbourg is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],French,French | French | French language | fr,True,True
[CLS] The native language of Fyodor Dostoyevsky is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Russian language,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Jules Verne is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the language of Jules Verne,French | French | French language | fr,False,True
[CLS] The native language of Charles de Gaulle is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],French,French | French | French language | fr,True,True
[CLS] The native language of Homer is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],an Indo - European language,Ancient Greek | Ancient Greek | Old Greek | grc,False,False
[CLS] The native language of Armenians is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Armenian,Armenian | Armenian | Armenian language | hy,True,True
[CLS] The native language of Ronald Reagan is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the language of Ronald Reagan,English | English | English language | en | eng,False,True
[CLS] The native language of Abraham Lincoln is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the Navajo language,English | English | English language | en | eng,False,True
[CLS] The native language of Georges Bataille is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],French,French | French | French language | fr,True,True
[CLS] The native language of Dmitry Medvedev is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],the Russian language,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Blaise Pascal is [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Blaise Pascal,French | French | French language | fr,False,True
[CLS] The native language of Carl Linnaeus is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the language of Carl Linnaeus,Swedish | Swedish | Swedish language | sv,False,True
[CLS] The native language of Boris Vadimovich Sokolov is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Tatar,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Voltaire is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],the language of Voltaire,French | French | French language | fr,False,True
[CLS] The native language of Henrik Ibsen is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the language of Henrik Ibsen,Norwegian | Norwegian | Norwegian language | no,False,True
[CLS] The native language of Miguel de Cervantes is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Spanish,Spanish | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,True
[CLS] The native language of Victor Hugo is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the language of Victor Hugo,French | French | French language | fr,False,True
[CLS] The native language of Maxim Gorki is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Tatar,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Nikolai Rimsky - Korsakov is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Russian,Russian | Russian | Russian language | ru,True,True
[CLS] The native language of Enrique Iglesias is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Spanish,Spanish | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,True
[CLS] The native language of Renaud is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],to be called Renaud,French | French | French language | fr,False,True
[CLS] The native language of Ingmar Bergman is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the Swedish language,Swedish | Swedish | Swedish language | sv,False,True
[CLS] The native language of Lucien Bonaparte is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],French,French | French | French language | fr,True,True
[CLS] The native language of Jean - Paul Sartre is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],French,French | French | French language | fr,True,True
[CLS] The native language of Puto el que lo lea is [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Puto,Russian | Russian | Russian language | ru,False,True
[CLS] The native language of Jacques - Louis David is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],French,French | French | French language | fr,True,True
[CLS] The native language of Albanians is [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Albanian,Albanian | Albanian | Albanian language | sq,True,True
[CLS] The native language of Sergey Solovyov is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Russian,Russian | Russian | Russian language | ru,True,True
