sentence,prediction,gold,is_same,is_single_word
[CLS] The headquarter of Hebrew University of Jerusalem is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Jerusalem,"Jerusalem | Al - Quds | J ' lem | Jerusalem | Jerusalem , Middle East | Yerushalayim",True,True
[CLS] The headquarter of University of Washington is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Washington D . C .,"Seattle | Seattle | Seattle , WA | Seattle , Washington",False,True
[CLS] The headquarter of Columbia University is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],New York,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs",True,False
[CLS] The headquarter of McGill University is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],McGill,"Montreal | City of Montreal | Montreal | Montreal , Quebec | Montréal | Ville de Montreal | Ville de Montréal | Ville - Marie",False,True
[CLS] The headquarter of Atlantic Records is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Los Angeles,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False,False
[CLS] The headquarter of Royal Society is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Ho Ho Ho Ho,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of Consejo Mundial de Lucha Libre is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Buenos Aires,Mexico City | City of Mexico | Ciudad de México | Mexico City | Mexico D . F .,False,False
[CLS] The headquarter of Victoria University of Wellington is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Wellington,"Wellington | Te Whanga - nui - a - Tara | Wellington | Wellington metropolitan area | Wellington urban area | Wellington , NZ | Wellington , New Zealand",True,True
[CLS] The headquarter of British Broadcasting Corporation is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Ho Ho Ho Ho,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of University of Southern California is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Southern California,"Los Angeles | City of Angels | City of Los Angeles | Double Dubuque | L . A . | LA | LA , California | La La Land | Los Angeles | Los Angeles , California | Pink City | The town of Our Lady the Queen of the Angels of the Little Portion | Tinsel Town",False,False
[CLS] The headquarter of University of Minnesota is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],University of Minnesota,"Minneapolis | Minneapolis | Minneapolis , MN | Minneapolis , Minnesota | the 612",False,True
[CLS] The headquarter of New York University is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],New York,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs",True,False
[CLS] The headquarter of University of Michigan is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Notre Dame,"Ann Arbor | Ann Arbor | Ann Arbor , Michigan",False,False
[CLS] The headquarter of Lyric Opera of Chicago is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Chicago,"Chicago | Chi - Raq | Chi - Town | Chicago | Chicago , Illinois | Chitown | City by the Lake | City of Broad Shoulders | City of Chicago | The Queen of the West | The Second City | The Windy City",True,True
[CLS] The headquarter of Women ' s National Basketball Association is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Los Angeles,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False,False
[CLS] The headquarter of The New York Times is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],New York,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs",True,False
[CLS] The headquarter of American University of Beirut is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Beirut,Beirut | Beirut,True,True
[CLS] The headquarter of Chelsea F . C . is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Chelsea,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of York University is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],New York,"Toronto | City of Toronto | Hogtown | T - O | The 416 | The Six | Toronto | Toronto ( Ont . ) | Toronto , Canada | Toronto , Ontario",False,True
[CLS] The headquarter of Johns Hopkins University is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Johns Hopkins,"Baltimore | Baltimore | Baltimore City | Baltimore , Maryland | Charm City | City of Baltimore",False,True
[CLS] The headquarter of Catholic Church is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Rome,Holy See | Chair of Peter | Holy See | Holy See of Rome | Sancta Sedes | Santa Sede | See of Peter | See of Rome | The Holy See,False,False
[CLS] The headquarter of Berklee College of Music is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Berklee,"Boston | Beantown | Boston | Boston , MA | Boston , Mass . | Boston , Massachusetts | Bostonia | The Athens of America | The Cradle of Liberty | The Cradle of Modern America | The Hub | The Hub of the Universe | The Walking City",False,True
[CLS] The headquarter of Geological Society of London is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Great Britain,"London | London | London , England | London , UK | London , United Kingdom",False,True
"[CLS] The headquarter of American Society of Composers , Authors and Publishers is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]",New York,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False,False
[CLS] The headquarter of Mediacorp is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Mediacorp,Singapore | Garden City | Lion City | Republic of Singapore | SG | SGP | Singapore | Singapore City | sg | [UNK],False,True
[CLS] The headquarter of Carleton University is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Carleton,Ottawa | Bytown | Ottawa | Ottawa ( Ontario ),False,True
[CLS] The headquarter of RMIT University is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],RMIT,"Melbourne | Greater Melbourne | Melbourne | Melbourne , Australia | Melbourne , Victoria",False,True
[CLS] The headquarter of Royal Academy of Music is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Royal Academy of Music,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of Friedrich Krupp Germaniawerft is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Schweinfurt,Kiel | Kiel,False,True
[CLS] The headquarter of Case Western Reserve University is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Case Western Reserve,"Cleveland | Cleveland | Cleveland , OH | Cleveland , Ohio",False,True
[CLS] The headquarter of Fore River Shipyard is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Fore,"Quincy | Quincy | Quincy , Massachusetts",False,True
[CLS] The headquarter of Bath Iron Works is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Bath,"Bath | Bath | Bath , Maine",True,True
[CLS] The headquarter of Charles University is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],"St . Louis , Missouri",Prague | Hlavní město Praha | Prague | Praha,False,True
[CLS] The headquarter of UNESCO is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],New York,"Paris | City of Light | Paris | Paris , France",False,True
[CLS] The headquarter of FC Znamya Truda is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Truda,Orekhovo - Zuyevo | Orekhovo - Zuyevo,False,False
[CLS] The headquarter of Wayne State University is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Wayne,"Detroit | Detroiit | Detroit | Detroit , Michigan | Motor City",False,True
[CLS] The headquarter of S . L . Benfica is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],S . L . Benfica,Lisbon | Lisbon,False,True
[CLS] The headquarter of Monterrey Institute of Technology and Higher Education is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Monterrey,"Monterrey | Monterrey | Monterrey , Mexico | Monterrey , Nuevo Leon",True,True
[CLS] The headquarter of United States Naval Academy is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],U . S .,"Annapolis | Annapolis | Annapolis , Maryland",False,False
[CLS] The headquarter of Impulse ! Records is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Los Angeles,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False,False
[CLS] The headquarter of Vrije Universiteit Amsterdam is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Den Haag,"Amsterdam | A ' dam | Amsterdam | Amsterdam , NL | Amsterdam , Netherlands | Mokum",False,True
[CLS] The headquarter of Scottish Parliament is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Dum Dum,Scottish Parliament Building | Scottish Parliament Building,False,False
[CLS] The headquarter of University of Cambridge is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Cambridge,Cambridge | Cambridge,True,True
[CLS] The headquarter of British Rail is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Cheltenham,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of AG Weser is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Schweinfurt,Bremen | Bremen | Hansestadt Bremen,False,True
[CLS] The headquarter of Commonwealth of Nations is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Hong Kong,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of BBC Radio is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Ho Ho Ho,"London | London | London , England | London , UK | London , United Kingdom",False,True
[CLS] The headquarter of DePaul University is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],DePaul,"Chicago | Chi - Raq | Chi - Town | Chicago | Chicago , Illinois | Chitown | City by the Lake | City of Broad Shoulders | City of Chicago | The Queen of the West | The Second City | The Windy City",False,True
[CLS] The headquarter of NBC is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Los Angeles,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs",False,False
[CLS] The headquarter of Hamburger Flugzeugbau is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Hamburg,"Hamburg | Free and Hanseatic City of Hamburg | Hamburg | Hamburg , Freie und Hansestadt | Hamburg , Germany",True,True
[CLS] The headquarter of University of Pennsylvania is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,"Philadelphia | City of Brotherly Love | Cradle of Liberty | Philadelphia | Philadelphia , Pennsylvania | Philly",False,True
[CLS] The headquarter of East Prussia is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Schweinfurt,Kaliningrad | Kaliningrad | Königsberg | Twangste | Калининград,False,True
[CLS] The headquarter of Major League Baseball is in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Las Vegas,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs",False,False
[CLS] The headquarter of Boston University is in [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Boston,"Boston | Beantown | Boston | Boston , MA | Boston , Mass . | Boston , Massachusetts | Bostonia | The Athens of America | The Cradle of Liberty | The Cradle of Modern America | The Hub | The Hub of the Universe | The Walking City",True,True
[CLS] The headquarter of New Progressive Party of Puerto Rico is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Puerto Rico,Puerto Rico | Borikén | Borinquen | Boriquén | Commonwealth of Puerto Rico | Estado Libre Asociado de Puerto Rico | Island of Enchantment | PR | Porto Rico | Puerto Rico | Territory of Puerto Rico | The Commonwealth of Puerto Rico | [UNK],True,False
[CLS] The headquarter of Carnegie Corporation of New York is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],New York,"New York | NY | NYS | New York | New York ( state ) | New York State | New York , United States | State of New York",True,False
[CLS] The headquarter of Saint Petersburg State University is in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Saint Petersburg,Saint Petersburg | Leningrad | Petersburg | Petrograd | Saint Petersburg | Sankt - Peterburg | St Petersburg | St . Petersburg,True,False
[CLS] The headquarter of Surrey is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Cheltenham,Kingston upon Thames | Kingston | Kingston upon Thames,False,False
