sentence,prediction,gold,is_same,is_single_word
[CLS] World Championship Wrestling is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],the United States of America,"WWE | Titan Sports , Inc . | WWE | WWE , Inc . | WWF | World Wrestling Entertainment | World Wrestling Federation",False,True
[CLS] Wrigley Field is owned by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Wrigley,Chicago Cubs | Chicago Colts | Chicago Cubs | Chicago Orphans | Chicago White Stockings | Colts | Cubbies | Cubs | North Siders | Orphans,False,False
[CLS] Polish State Railways is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Sz . Sz,Poland | PL | POL | Poland | Polska | Republic of Poland | [UNK],False,True
[CLS] Newark Liberty International Airport is owned by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Newark Liberty,"New Jersey | Garden State | Jersey | NJ | New Jersey | New Jersey , United States | State of New Jersey",False,False
[CLS] American Broadcasting Company is owned by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Warner Bros,The Walt Disney Company | Disney | Disney Brothers Cartoon Studio | The Walt Disney Company | The Walt Disney Studio | Walt Disney | Walt Disney Company | Walt Disney Productions,False,False
[CLS] Marriott Center is owned by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Marriott,Brigham Young University | BYU | Brigham Young University | The Y,False,False
[CLS] Oxford University Press is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],McDermott,University of Oxford | Oxf | Oxford | Oxford University | Oxon . | Universitas Oxoniensis | University of Oxford,False,False
[CLS] Frank Erwin Center is owned by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Frank Erwin,University of Texas at Austin | UT | UT Austin | UT - Austin | University of Texas at Austin,False,False
[CLS] Sun Microsystems is owned by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Sun Microsystems,Oracle Corporation | Oracle | Oracle Corporation,False,False
[CLS] Chevrolet is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the San Diego Padres,"General Motors | GM | General Motors | General Motors Company , LLC | General Motors Corporation",False,False
[CLS] Fox Entertainment Group is owned by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Warner Bros,"21st Century Fox | 21st Century Fox | 21st Century Fox , Inc . | Twenty - First Century Fox , Inc .",False,False
