sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Museum of Arts and Sciences is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , .",Macon:2,0,Macon:2,0
[CLS] Marylebone:3 High Street is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Marylebone:3 High Street,Marylebone:3,0,Marylebone:3,0
[CLS] First Magdalena Massacre is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the Magdalena , Massacre",Magdalena de Kino,0,Magdalena de Kino,0
[CLS] Portrait of a young man with a skull is located in [MASK] [MASK] . [SEP],the museum,National Gallery,0,National Gallery,0
[CLS] King ' s College London is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , London",Central London,0,Central London,0
[CLS] Hutton is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,Mare Australe:2 quadrangle:3,0,Mare Australe:2 quadrangle:3,0
[CLS] 1959 Grand National is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , .",Aintree:2 Racecourse:2,0,Aintree:2 Racecourse:2,0
[CLS] Battle of Farrukhabad:4 is located in [MASK] [MASK] . [SEP],the city,Farrukhabad:4,0,Farrukhabad:4,0
[CLS] Dateland:2 Air Force Auxiliary:3 Field is located in [MASK] [MASK] . [SEP],Dateland:2,Dateland:2,1,Dateland:2,1
[CLS] 2010 Kosovska:3 Mitrovica:3 attack is located in [MASK] [MASK] . [SEP],the city,North Mitrovica:3,0,North Mitrovica:3,0
[CLS] Africa Centre is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , .",Cape Town,0,Cape Town,0
[CLS] Karl G . Jansky:2 Very Large Array:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , ,s:2",Socorro County,0,Socorro County,0
[CLS] 55th:2 Annual Grammy Awards is located in [MASK] [MASK] [MASK] . [SEP],"the , Center",Staples:3 Center,0,Staples:3 Center,0
[CLS] 2015 Chinese Grand Prix is located in [MASK] . [SEP],2015,Shanghai International Circuit,0,Shanghai International Circuit,0
[CLS] St Ives:2 School is located in [MASK] [MASK] [MASK] . [SEP],"St ,ves:2",St Ives:2,0,St Ives:2,0
[CLS] Marine Corps Air Station Yuma:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"Yuma:2 , Yuma:2",Yuma:2,0,Yuma:2,0
[CLS] 2014 AFL Grand Final is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , ,s:2",Melbourne Cricket Ground,0,Melbourne Cricket Ground,0
[CLS] Leeuwarden:3 Achter:2 de Hoven:2 railway station is located in [MASK] [MASK] [MASK] . [SEP],Leeuwarden:3,Leeuwarden:3,1,Leeuwarden:3,1
[CLS] Battle of Ümera:2 is located in [MASK] [MASK] . [SEP],Ümera:2,Valmiera:3,0,Valmiera:3,0
[CLS] Prince Balthasar Charles as a Hunter is located in [MASK] [MASK] . [SEP],the town,Museo del Prado,0,Museo del Prado,0
[CLS] Charing:2 Cross Hospital is located in [MASK] [MASK] [MASK] . [SEP],Charing:2 Cross,Hammersmith:2,0,Hammersmith:2,0
[CLS] Alligator:3 Reef is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Alligator:3 Reef,Florida Keys National Marine Sanctuary,0,Florida Keys National Marine Sanctuary,0
[CLS] Battle of the Santa Cruz Islands is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the Santa Cruz Islands,Santa Cruz Islands,0,Santa Cruz Islands,0
[CLS] Akuressa:3 suicide bombing is located in [MASK] [MASK] [MASK] . [SEP],Akuressa:3,Akuressa:3,1,Akuressa:3,1
[CLS] Helvellyn:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],thelvellyn:4,Lake District,0,Lake District,0
[CLS] 3rd Yerevan:2 Golden Apricot:3 International Film Festival is located in [MASK] [MASK] . [SEP],Yerevan:2,Yerevan:2,1,Yerevan:2,1
[CLS] Naval Base Guam is located in [MASK] . [SEP],Guam,Apra:2 Harbor,0,Apra:2 Harbor,0
[CLS] Bexell:2 Cottage:2 is located in [MASK] [MASK] . [SEP],Bexell:2,Varberg:2,0,Varberg:2,0
[CLS] Central Chambers is located in [MASK] [MASK] . [SEP],Central Chambers,Confederation Square,0,Confederation Square,0
"[CLS] The Square , Bournemouth:2 is located in [MASK] [MASK] . [SEP]",the Square,Bournemouth:2,0,Bournemouth:2,0
[CLS] Crewe:2 is located in [MASK] [MASK] . [SEP],Crewe:2,Margaritifer:4 Sinus:2 quadrangle:3,0,Margaritifer:4 Sinus:2 quadrangle:3,0
[CLS] Battle of Bennington:3 is located in [MASK] [MASK] [MASK] . [SEP],Bennington:3,Bennington:3,1,Bennington:3,1
[CLS] Battle of the Tarigo:2 Convoy:2 is located in [MASK] [MASK] . [SEP],the town,Mediterranean Sea,0,Mediterranean Sea,0
[CLS] Mars Pathfinder:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,Oxia:2 Palus:2 quadrangle:3,0,Oxia:2 Palus:2 quadrangle:3,0
[CLS] St . Peter ' s Basilica is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , Cathedral",Vatican City,0,Vatican City,0
[CLS] 2001 Open Championship is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , ,s:2",Royal Lytham:3 & St Annes:2 Golf Club,0,Royal Lytham:3 & St Annes:2 Golf Club,0
[CLS] 1999 Open Championship is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , ,s:2",Carnoustie:4 Golf Links,0,Carnoustie:4 Golf Links,0
[CLS] 2004 Epsom:3 Derby is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Epsom:3 Derby,Epsom:3 Downs Racecourse:2,0,Epsom:3 Downs Racecourse:2,0
[CLS] Circus Tavern:2 is located in [MASK] [MASK] [MASK] . [SEP],"Circus ,s:2",Purfleet:4,0,Purfleet:4,0
[CLS] 1972 World Figure Skating:3 Championships is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , )",Stampede:3 Corral:2,0,Stampede:3 Corral:2,0
[CLS] Kista:2 Science Tower is located in [MASK] [MASK] . [SEP],Kista:2,Kista:2,1,Kista:2,1
[CLS] Dujail:3 Massacre is located in [MASK] [MASK] [MASK] . [SEP],Dujail:3,Dujail:3,1,Dujail:3,1
[CLS] 2007 China Open is located in [MASK] . [SEP],Beijing,Beijing University Students ' Gymnasium,0,Beijing University Students ' Gymnasium,0
[CLS] Statue of the Earl of Derby is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , of Derby",Parliament Square,0,Parliament Square,0
[CLS] Green Bank Telescope is located in [MASK] [MASK] . [SEP],Green Bank,Green Bank,1,Green Bank,1
[CLS] 2010 Chechen:2 Parliament attack is located in [MASK] [MASK] . [SEP],the city,Grozny:3,0,Grozny:3,0
[CLS] Eaton Square is located in [MASK] [MASK] . [SEP],Eaton Square,Belgravia:3,0,Belgravia:3,0
[CLS] AFI Docs:2 - International Documentary Festival is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , ,s:2","Washington , D . C .",0,"Washington , D . C .",0
[CLS] Junior Eurovision Song Contest 2010 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , 2010",Minsk - Arena,0,Minsk - Arena,0
[CLS] The Lovers is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,Lynden:2 Sculpture Garden,0,Lynden:2 Sculpture Garden,0
[CLS] Astapus:3 Colles:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],thetapus:3 Colles:2,Casius:2 quadrangle:3,0,Casius:2 quadrangle:3,0
[CLS] Olympica:2 Fossae:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],thea:2 F thee:2,Tharsis:3 quadrangle:3,0,Tharsis:3 quadrangle:3,0
[CLS] 2012 American League Wild Card Game is located in [MASK] [MASK] [MASK] . [SEP],"the , Center",Globe Life Park in Arlington,0,Globe Life Park in Arlington,0
[CLS] Laughlin:3 / Bullhead:2 International Airport is located in [MASK] [MASK] [MASK] . [SEP],Laughlin:3,Mohave:3 County,0,Mohave:3 County,0
[CLS] Battle of Buttington:3 is located in [MASK] [MASK] [MASK] . [SEP],"the ,ton:2",Buttington:3,0,Buttington:3,0
[CLS] 1955 MacArthur Airport United Airlines crash is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"MacArthur , , Airport",Long Island MacArthur Airport,0,Long Island MacArthur Airport,0
[CLS] Odenplan:3 is located in [MASK] [MASK] [MASK] . [SEP],Odenplan:3,Vasastaden:2,0,Vasastaden:2,0
[CLS] 1912 FA Cup Final is located in [MASK] [MASK] . [SEP],the Hall,Bramall:3 Lane,0,Bramall:3 Lane,0
[CLS] Hong Kong Jewish Film Festival is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Hong Kong Hong Kong,Hong Kong,0,Hong Kong,0
[CLS] Battle of the Guadalquivir:5 is located in [MASK] [MASK] . [SEP],the city,Guadalquivir:5,0,Guadalquivir:5,0
