sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Martin Ebbertz:3 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Frankfurt am Main,0,Frankfurt am Main,0
[CLS] Joseph Pairin:2 Kitingan:2 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Kota Kinabalu:3,0,Kota Kinabalu:3,0
[CLS] Edmund Dalbor:2 used to work in [MASK] . [SEP],London,Gniezno:3,0,Gniezno:3,0
[CLS] Agustín Aragón León used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Mexico City,0,Mexico City,0
[CLS] Pius Parsch:2 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Klosterneuburg:4,0,Klosterneuburg:4,0
[CLS] Bruce Coville:2 used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,New York City,0,New York City,0
[CLS] Eberhard Hopf:2 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Bloomington:2,0,Bloomington:2,0
[CLS] Alceu:2 Amoroso:2 Lima used to work in [MASK] . [SEP],Lima,Rio de Janeiro,0,Rio de Janeiro,0
[CLS] Robert Brandard:2 used to work in [MASK] [MASK] . [SEP],theard:2,Islington:3,0,Islington:3,0
[CLS] Charles Fletcher Lummis:3 used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . Lu .s:2,Los Angeles,0,Los Angeles,0
[CLS] Takako:2 Nishizaki:3 used to work in [MASK] [MASK] . [SEP],the film,Hong Kong,0,Hong Kong,0
[CLS] Heidrun:3 Bluhm:2 used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of .hm:2,Mecklenburg - Vorpommern,0,Mecklenburg - Vorpommern,0
[CLS] Eleanor Holmes Norton used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . Norton,"Washington , D . C .",0,"Washington , D . C .",0
[CLS] Motilal:3 Nehru:2 used to work in [MASK] . [SEP],India,Allahabad:2,0,Allahabad:2,0
[CLS] Michel - Gabriel Paccard:2 used to work in [MASK] . [SEP],Paris,Chamonix:3 - Mont - Blanc,0,Chamonix:3 - Mont - Blanc,0
[CLS] Amado:2 Tame:2 Shear:2 used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of .r:2,Mexico City,0,Mexico City,0
[CLS] William of Malmesbury:3 used to work in [MASK] [MASK] . [SEP],thes:2,Malmesbury:3,0,Malmesbury:3,0
[CLS] Erwin Piscator:3 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,New York City,0,New York City,0
[CLS] Michael Köhlmeier:5 used to work in [MASK] . [SEP],Munich,Hohenems:3,0,Hohenems:3,0
[CLS] Abraham Lincoln used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,"Washington , D . C .",0,"Washington , D . C .",0
[CLS] Karl Emil Lischke:3 used to work in [MASK] [MASK] [MASK] . [SEP],Li .s:2,Elberfeld:3,0,Elberfeld:3,0
[CLS] James and Mary Wallis used to work in [MASK] [MASK] [MASK] . [SEP],the ands:2,Raglan:3,0,Raglan:3,0
[CLS] Karl Ernst von Baer:2 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Saint Petersburg,0,Saint Petersburg,0
[CLS] Adam Haslett:2 used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,New York City,0,New York City,0
[CLS] Luis Videgaray:3 Caso:2 used to work in [MASK] [MASK] [MASK] . [SEP],the .s:2,Mexico City,0,Mexico City,0
[CLS] Oliver Wittke:2 used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Gelsenkirchen:3,0,Gelsenkirchen:3,0
