sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Fred Gerbic:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],the - - - the,New Zealand Labour Party,0,New Zealand Labour Party,0
[CLS] Rudolf Henke:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K - - - the,Christian Democratic Union,0,Christian Democratic Union,0
[CLS] Leonardo Rodríguez Alcaine:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party - Party,Institutional:2 Revolutionary Party,0,Institutional:2 Revolutionary Party,0
[CLS] Giuliano Pisapia:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Democratic - - - the,"Left , Ecology and Freedom",0,"Left , Ecology and Freedom",0
[CLS] Dhananjay:3 Mahadik:2 is a member of the [MASK] political party . [SEP],party,Nationalist:2 Congress Party,0,Nationalist:2 Congress Party,0
[CLS] Jennie:2 George is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],New - - - Party,Australian Labor Party,0,Australian Labor Party,0
[CLS] Pierre Arcand:2 is a member of the [MASK] political party . [SEP],party,Quebec Liberal Party,0,Quebec Liberal Party,0
[CLS] Mahadeepak:4 Singh Shakya:3 is a member of the [MASK] political party . [SEP],party,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0
[CLS] Don Hopgood:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],New - - -s:2,Australian Labor Party,0,Australian Labor Party,0
[CLS] Eliezer:2 Cohen is a member of the [MASK] political party . [SEP],Israeli,Yisrael:3 Beiteinu:3,0,Yisrael:3 Beiteinu:3,0
[CLS] Stephen Bromhead:3 is a member of the [MASK] political party . [SEP],Labour,National Party of Australia,0,National Party of Australia,0
[CLS] Don Davies is a member of the [MASK] political party . [SEP],Labour,New Democratic Party,0,New Democratic Party,0
[CLS] Wolfgang Pepper is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],the - - - the,Social Democratic Party of Germany,0,Social Democratic Party of Germany,0
[CLS] Michael Chan is a member of the [MASK] political party . [SEP],Chan,Ontario Liberal Party,0,Ontario Liberal Party,0
[CLS] Ron Bailey is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],New - - - the,New Zealand Labour Party,0,New Zealand Labour Party,0
[CLS] Roger Dean is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],the - - - the,Liberal Party of Australia,0,Liberal Party of Australia,0
[CLS] Girijakumari:5 S . is a member of the [MASK] political party . [SEP],party,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0
[CLS] C . N . Jayadevan:3 is a member of the [MASK] political party . [SEP],party,Communist Party of India,0,Communist Party of India,0
[CLS] Henri de Raincourt:2 is a member of the [MASK] political party . [SEP],Labour,Union for a Popular Movement,0,Union for a Popular Movement,0
[CLS] Geoffrey Giles is a member of the [MASK] political party . [SEP],Labour,Liberal Party of Australia,0,Liberal Party of Australia,0
[CLS] Mark Eyking:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],New - - - Party,Liberal Party of Canada,0,Liberal Party of Canada,0
[CLS] Garry Kasparov:2 is a member of the [MASK] political party . [SEP],Russian,United Civil Front,0,United Civil Front,0
[CLS] Wang Shusheng:3 is a member of the [MASK] political party . [SEP],party,Communist Party of China,0,Communist Party of China,0
[CLS] Xosé Manuel Beiras:2 is a member of the [MASK] political party . [SEP],Labour,Galician:2 Nationalist:2 Bloc:2,0,Galician:2 Nationalist:2 Bloc:2,0
[CLS] Jayalath:3 Jayawardena:3 is a member of the [MASK] [MASK] political party . [SEP],BP:2,United National Party,0,United National Party,0
[CLS] Peter Sinclair is a member of the [MASK] political party . [SEP],Sinclair,Liberal Party of Canada,0,Liberal Party of Canada,0
[CLS] John Dallat:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Ba - - - Party,Social Democratic and Labour Party,0,Social Democratic and Labour Party,0
[CLS] Linda Fabiani:2 is a member of the [MASK] political party . [SEP],Italian,Scottish National Party,0,Scottish National Party,0
[CLS] Sándor Farkas:2 is a member of the [MASK] political party . [SEP],Hungarian,Fidesz:3,0,Fidesz:3,0
[CLS] José Varela Fernández is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Party - - - the,Popular Democratic Party,0,Popular Democratic Party,0
[CLS] C . P . Subbiah:3 Mudaliar:3 is a member of the [MASK] political party . [SEP],party,Indian National Congress,0,Indian National Congress,0
[CLS] Eduardo Doryan:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],the - - - Party,National Liberation Party,0,National Liberation Party,0
