sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Tax policy and economic inequality:3 in the United States is a legal term in [MASK] [MASK] [MASK] . [SEP],the United States,United States of America,0,United States of America,0
[CLS] Carruthers:3 ministry is a legal term in [MASK] [MASK] . [SEP],the ministry,New South Wales,0,New South Wales,0
[CLS] Admission:2 to the bar in the United States is a legal term in [MASK] [MASK] [MASK] . [SEP],the United States,United States of America,0,United States of America,0
[CLS] abolition:2 of Prussia is a legal term in [MASK] . [SEP],Prussia,Allied Control Council,0,Allied Control Council,0
[CLS] 1853 New York state election is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],1853 New York state election,New York,0,New York,0
[CLS] Foreign Minister of the People ' s Republic of China is a legal term in [MASK] . [SEP],China,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Mayor of London is a legal term in [MASK] . [SEP],London,Greater London,0,Greater London,0
[CLS] flag of Poltava:2 Oblast is a legal term in [MASK] [MASK] [MASK] . [SEP],Poltava:2 Oblast,Poltava:2 Oblast,1,Poltava:2 Oblast,1
[CLS] 1871 New York state election is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],1871 New York state election,New York,0,New York,0
[CLS] National Archives and Records Administration is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the Department of Administration,United States of America,0,United States of America,0
[CLS] Treaty Powers Resolution is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the Treaty Treaty Treaty,United States of America,0,United States of America,0
[CLS] Department of Agriculture and Aquaculture:2 is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the Department of Department,New Brunswick,0,New Brunswick,0
[CLS] Legislative Assembly of Lower Canada is a legal term in [MASK] [MASK] . [SEP],Lower Canada,Lower Canada,1,Lower Canada,1
[CLS] 1904 United States House of Representatives elections in South Carolina is a legal term in [MASK] . [SEP],1904,South Carolina,0,South Carolina,0
[CLS] New Hampshire Attorney General is a legal term in [MASK] [MASK] . [SEP],New Hampshire,New Hampshire,1,New Hampshire,1
[CLS] Minister of State for Trade is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the Ministry of Trade,United Kingdom,0,United Kingdom,0
[CLS] Rights and responsibilities of marriages:2 in the United States is a legal term in [MASK] [MASK] [MASK] . [SEP],the United States,United States of America,0,United States of America,0
[CLS] X - Patent is a legal term in [MASK] [MASK] [MASK] . [SEP],X . Patent,United States of America,0,United States of America,0
[CLS] Medical Marijuana:2 Patient:2 Protection Act of 2008 is a legal term in [MASK] . [SEP],2008,United States of America,0,United States of America,0
[CLS] flag of the Estonian Soviet Socialist Republic is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Estonian of of Republic,Estonian Soviet Socialist Republic,0,Estonian Soviet Socialist Republic,0
[CLS] Lord Lieutenant of Ireland is a legal term in [MASK] . [SEP],Ireland,Kingdom of Ireland,0,Kingdom of Ireland,0
[CLS] Provincial Court of British Columbia is a legal term in [MASK] [MASK] . [SEP],British Columbia,British Columbia,1,British Columbia,1
[CLS] Buenos Aires City Legislature is a legal term in [MASK] [MASK] . [SEP],Buenos Aires,Buenos Aires,1,Buenos Aires,1
[CLS] High Sheriff of Leicestershire:2 is a legal term in [MASK] [MASK] . [SEP],Leicestershire:2,Leicestershire:2,1,Leicestershire:2,1
[CLS] Australian Antarctic Names and Medals:2 Committee is a legal term in [MASK] . [SEP],Australia,Heard Island and McDonald Islands,0,Heard Island and McDonald Islands,0
[CLS] President of the European Parliament is a legal term in [MASK] [MASK] [MASK] . [SEP],the European Parliament,European Union,0,European Union,0
[CLS] flag of Bonaire:2 is a legal term in [MASK] [MASK] . [SEP],Bonaire:2,Bonaire:2,1,Bonaire:2,1
[CLS] United States Treaties:3 and Other International Agreements:2 is a legal term in [MASK] [MASK] [MASK] . [SEP],the United States,United States of America,0,United States of America,0
"[CLS] United States Virgin Islands governor referendum , 1933 is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP]",United States Virgin Islands,United States Virgin Islands,1,United States Virgin Islands,1
[CLS] 1861 New York state election is a legal term in [MASK] . [SEP],1861,New York,0,New York,0
[CLS] Security Bureau is a legal term in [MASK] [MASK] . [SEP],the Bureau,Hong Kong,0,Hong Kong,0
[CLS] Prime Minister of the United Kingdom is a legal term in [MASK] [MASK] [MASK] . [SEP],the United Kingdom,United Kingdom,0,United Kingdom,0
[CLS] flag of the Turks and Caicos:2 Islands is a legal term in [MASK] [MASK] . [SEP],the flag,Turks and Caicos:2 Islands,0,Turks and Caicos:2 Islands,0
[CLS] Government of the Brussels - Capital Region is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Brussels - Capital Region,Brussels - Capital Region,0,Brussels - Capital Region,0
[CLS] Governor of North Dakota is a legal term in [MASK] [MASK] . [SEP],North Dakota,North Dakota,1,North Dakota,1
[CLS] flag of the Udmurt:4 Republic is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],U Umurt:3 Republic,Udmurt:4 Republic,0,Udmurt:4 Republic,0
[CLS] Legal advertising in the United States is a legal term in [MASK] [MASK] [MASK] . [SEP],the United States,United States of America,0,United States of America,0
[CLS] flag of Los Angeles is a legal term in [MASK] [MASK] . [SEP],Los Angeles,Los Angeles,1,Los Angeles,1
[CLS] Assembly of Madrid is a legal term in [MASK] . [SEP],Madrid,Community of Madrid,0,Community of Madrid,0
[CLS] Governor of South Dakota is a legal term in [MASK] [MASK] . [SEP],South Dakota,South Dakota,1,South Dakota,1
[CLS] Rational:2 basis review is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],Rational:2 of review,United States of America,0,United States of America,0
[CLS] United States trust law is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],United States trust law,United States of America,0,United States of America,0
[CLS] flag of Kaliningrad Oblast is a legal term in [MASK] . [SEP],Russia,Kaliningrad Oblast,0,Kaliningrad Oblast,0
[CLS] University of California Regents:2 is a legal term in [MASK] . [SEP],California,University of California,0,University of California,0
[CLS] Prime Minister of the Federation of Rhodesia:2 and Nyasaland:3 is a legal term in [MASK] . [SEP],Lesotho,Federation of Rhodesia:2 and Nyasaland:3,0,Federation of Rhodesia:2 and Nyasaland:3,0
[CLS] Parliament of South Ossetia:3 is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],South Ossetia:3,South Ossetia:3,1,South Ossetia:3,1
[CLS] Elections in the United States Virgin Islands is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the United States Virgin Islands,United States Virgin Islands,0,United States Virgin Islands,0
[CLS] Governor of the Netherlands Antilles is a legal term in [MASK] [MASK] [MASK] . [SEP],the Netherlands Antilles,Kingdom of the Netherlands,0,Kingdom of the Netherlands,0
[CLS] Resident Commissioner of Puerto Rico is a legal term in [MASK] [MASK] . [SEP],Puerto Rico,Puerto Rico,1,Puerto Rico,1
[CLS] flag of Kiribati:3 is a legal term in [MASK] [MASK] [MASK] . [SEP],Kiribati:3,Kiribati:3,1,Kiribati:3,1
[CLS] Minister - President of the German - speaking Community is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the German - speaking Community,German - speaking Community of Belgium,0,German - speaking Community of Belgium,0
[CLS] Court of Auditors:2 is a legal term in [MASK] [MASK] . [SEP],the Court,European Union,0,European Union,0
[CLS] United States Department of Housing and Urban Development is a legal term in [MASK] [MASK] [MASK] . [SEP],the United Department,United States of America,0,United States of America,0
[CLS] Rio Grande Compact is a legal term in [MASK] [MASK] [MASK] . [SEP],Rio Grande Compact,United States of America,0,United States of America,0
[CLS] speaker of the United States House of Representatives is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the United House of Representatives,United States of America,0,United States of America,0
[CLS] 2014 United States Virgin Islands general election is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],2014 United States Virgin Islands,United States Virgin Islands,0,United States Virgin Islands,0
[CLS] 1952 United States House of Representatives elections in South Carolina is a legal term in [MASK] . [SEP],1952,South Carolina,0,South Carolina,0
[CLS] Parliament of Andalusia:3 is a legal term in [MASK] [MASK] [MASK] . [SEP],Andalusia:3,Andalusia:3,1,Andalusia:3,1
[CLS] Prime Minister of the Democratic Republic of the Congo is a legal term in [MASK] [MASK] . [SEP],the Congo,Democratic Republic of the Congo,0,Democratic Republic of the Congo,0
[CLS] Bonus Bill of 1817 is a legal term in [MASK] [MASK] . [SEP],the Bill,United States of America,0,United States of America,0
[CLS] flag of the Federated:2 States of Micronesia:2 is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],flag flag of flag,Federated:2 States of Micronesia:2,0,Federated:2 States of Micronesia:2,0
[CLS] New York State Engineer and Surveyor:2 is a legal term in [MASK] [MASK] [MASK] . [SEP],New York State,New York,0,New York,0
[CLS] Students ' Union of Obafemi:3 Awolowo:4 University is a legal term in [MASK] [MASK] . [SEP],the university,Obafemi:3 Awolowo:4 University,0,Obafemi:3 Awolowo:4 University,0
[CLS] character is a legal term in [MASK] [MASK] [MASK] . [SEP],the United States,United States of America,0,United States of America,0
[CLS] Legislative Council of Upper Canada is a legal term in [MASK] [MASK] . [SEP],Upper Canada,Upper Canada,1,Upper Canada,1
[CLS] Railroad Track Maintenance:3 Tax Credit is a legal term in [MASK] [MASK] [MASK] . [SEP],the . States,United States of America,0,United States of America,0
[CLS] Basileus:2 is a legal term in [MASK] [MASK] . [SEP],theeus:2,Phyle:2,0,Phyle:2,0
[CLS] Stopping:2 the clock is a legal term in [MASK] [MASK] . [SEP],the .,United States of America,0,United States of America,0
[CLS] flag of Northern Ireland is a legal term in [MASK] [MASK] . [SEP],Northern Ireland,Northern Ireland,1,Northern Ireland,1
[CLS] Swinburne:4 Student Union is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],Swinburne:4,Swinburne:4 University of Technology,0,Swinburne:4 University of Technology,0
[CLS] 1992 Iraqi Kurdistan parliamentary election is a legal term in [MASK] . [SEP],Iraq,Kurdistan Region,0,Kurdistan Region,0
[CLS] flag of South Korea is a legal term in [MASK] [MASK] . [SEP],South Korea,South Korea,1,South Korea,1
[CLS] Advocate:3 General for Northern Ireland is a legal term in [MASK] [MASK] . [SEP],Northern Ireland,Northern Ireland,1,Northern Ireland,1
[CLS] Subversive:3 Activities Control Board is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],theversive:3 Activities,United States of America,0,United States of America,0
[CLS] Smith v . Maryland is a legal term in [MASK] [MASK] . [SEP],the v,United States of America,0,United States of America,0
[CLS] Keneally:3 ministry is a legal term in [MASK] [MASK] . [SEP],the ministry,New South Wales,0,New South Wales,0
[CLS] Substantially:4 equal periodic:2 payments is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the and of law,United States of America,0,United States of America,0
[CLS] Low - Income:2 Housing Tax Credit is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of Tax Tax,United States of America,0,United States of America,0
[CLS] New York State Department of Transportation is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],New York Department of Transportation,New York,0,New York,0
[CLS] State Administrative Tribunal of Western Australia is a legal term in [MASK] [MASK] . [SEP],Western Australia,Western Australia,1,Western Australia,1
[CLS] Department of Scientific and Industrial Research is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the Department of Department,New Zealand,0,New Zealand,0
[CLS] 1916 United States House of Representatives elections in South Carolina is a legal term in [MASK] . [SEP],1916,South Carolina,0,South Carolina,0
[CLS] 1984 United States House of Representatives elections in South Carolina is a legal term in [MASK] [MASK] . [SEP],South Carolina,South Carolina,1,South Carolina,1
[CLS] Supreme Court of South Korea is a legal term in [MASK] [MASK] . [SEP],South Korea,South Korea,1,South Korea,1
[CLS] emblem:2 of the Karelo:2 - Finnish Soviet Socialist Republic is a legal term in [MASK] . [SEP],Finland,Karelo:2 - Finnish Soviet Socialist Republic,0,Karelo:2 - Finnish Soviet Socialist Republic,0
[CLS] 2008 United States House of Representatives election in the United States Virgin Islands is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the United States Virgin Islands,United States Virgin Islands,0,United States Virgin Islands,0
[CLS] Gross receipts:3 tax is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP],the . of tax,United States of America,0,United States of America,0
[CLS] Flag of Puerto Rico is a legal term in [MASK] [MASK] . [SEP],Puerto Rico,Puerto Rico,1,Puerto Rico,1
[CLS] Russian Orthodox Church is a legal term in [MASK] . [SEP],Russia,Soviet Union,0,Soviet Union,0
[CLS] 2008 United States Virgin Islands Republican caucuses:3 is a legal term in [MASK] . [SEP],2008,United States Virgin Islands,0,United States Virgin Islands,0
[CLS] Grand Squire:2 of France is a legal term in [MASK] . [SEP],France,Kingdom of France,0,Kingdom of France,0
