sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Marin Marais plays [MASK] [MASK] . [SEP],the Marais,viol:2,0,viol:2,0
[CLS] Brann:2 Dailor:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,drum kit,0,drum kit,0
[CLS] Jimmy Haslip:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Beverly Peer plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,double bass,0,double bass,0
[CLS] Shahram:2 Nazeri:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],a . in . .,Setar:2,0,Setar:2,0
[CLS] Butch Ballard plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,drum kit,0,drum kit,0
[CLS] Necrobutcher:4 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,bass guitar,0,bass guitar,0
[CLS] Hunter Hayes plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,accordion:2,0,accordion:2,0
[CLS] Roger Humphries:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,drum kit,0,drum kit,0
[CLS] Giuseppe Bellenghi:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,mandolin:2,0,mandolin:2,0
[CLS] Bennie:2 Maupin:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bass clarinet,0,bass clarinet,0
[CLS] Friedrich August Baumbach:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,mandolin:2,0,mandolin:2,0
[CLS] Kisaki:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Peter Washington plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,double bass,0,double bass,0
[CLS] Giuseppe Pettine:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,mandolin:2,0,mandolin:2,0
[CLS] Ean:2 Evans plays [MASK] [MASK] [MASK] . [SEP],Ea . Evans,bass guitar,0,bass guitar,0
[CLS] Rafe:2 Stefanini:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,fiddle:2,0,fiddle:2,0
[CLS] John Kiffmeyer:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,drum kit,0,drum kit,0
[CLS] Erynn:3 Marshall plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,fiddle:2,0,fiddle:2,0
[CLS] Victor Henry Anderson plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,accordion:2,0,accordion:2,0
[CLS] Tito Puente plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,vibraphone:3,0,vibraphone:3,0
[CLS] Mary O ' Hara plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,harp:2,0,harp:2,0
[CLS] Woody Paul plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,fiddle:2,0,fiddle:2,0
[CLS] Paul D ' Amour plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,bass guitar,0,bass guitar,0
[CLS] Zak:2 Sally plays [MASK] . [SEP],Sally,bass guitar,0,bass guitar,0
[CLS] David Brown plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Joris:2 Vanvinckenroye:5 plays [MASK] [MASK] [MASK] . [SEP],the .s:2,double bass,0,double bass,0
[CLS] Larissa:2 Burak:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,bandura:2,0,bandura:2,0
[CLS] Daithí:3 Ó Drónaí:3 plays [MASK] [MASK] . [SEP],thee:2,fiddle:2,0,fiddle:2,0
[CLS] Gordon Laing:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bassoon:2,0,bassoon:2,0
[CLS] Per Hannevold:3 plays [MASK] [MASK] . [SEP],a play,bassoon:2,0,bassoon:2,0
[CLS] Pete Way plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Fernando Angel plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Wayne Dockery:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,double bass,0,double bass,0
[CLS] Jon Hiseman:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,drum kit,0,drum kit,0
[CLS] Robert Johnson plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,lute:2,0,lute:2,0
[CLS] Chris Bates plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,double bass,0,double bass,0
[CLS] Reidar:2 Horghagen:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,drum kit,0,drum kit,0
[CLS] Will Calhoun plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,drum kit,0,drum kit,0
[CLS] Stewart Copeland plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,drum kit,0,drum kit,0
[CLS] Michael Penn plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Scruffy:3 Wallace plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,bagpipes:3,0,bagpipes:3,0
[CLS] Edmar:2 Castañeda:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . de .o:2,harp:2,0,harp:2,0
[CLS] Ruth Acuff:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,harp:2,0,harp:2,0
[CLS] Magnus Skavhaug:5 Nergaard:3 plays [MASK] . [SEP],football,double bass,0,double bass,0
[CLS] Jacopo Gianninoto:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,lute:2,0,lute:2,0
[CLS] Son of Dave plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],in . . . .,harmonica:2,0,harmonica:2,0
[CLS] Nathan Chapman plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,mandolin:2,0,mandolin:2,0
[CLS] Alphonso:3 Johnson plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,bass guitar,0,bass guitar,0
[CLS] Erna:2 Siikavirta:4 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,keyboard instrument,0,keyboard instrument,0
[CLS] Giles Lewin:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,bagpipes:3,0,bagpipes:3,0
[CLS] Balamuralikrishna:5 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],B . . . .,mridangam:4,0,mridangam:4,0
[CLS] El Prodigio:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . de . .,accordion:2,0,accordion:2,0
[CLS] Christian Andreu plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Mohammad Esmaili:3 plays [MASK] [MASK] [MASK] . [SEP],the .i:2,percussion instrument,0,percussion instrument,0
[CLS] Robert S . Williams plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bassoon:2,0,bassoon:2,0
[CLS] Bob Hite:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,harmonica:2,0,harmonica:2,0
[CLS] Andy Kirk plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,tuba:2,0,tuba:2,0
[CLS] Jimi Hocking:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],a . . . .,mandolin:2,0,mandolin:2,0
[CLS] Lonnie:2 Plaxico:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of .o:2,double bass,0,double bass,0
[CLS] Michael Cartellone:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,drum kit,0,drum kit,0
[CLS] Jerry Scheff:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bass guitar,0,bass guitar,0
[CLS] Ruth Underwood plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,vibraphone:3,0,vibraphone:3,0
[CLS] Roy Haynes plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,drum kit,0,drum kit,0
[CLS] Jean - Jacques Perrey:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . , . .",Ondioline:3,0,Ondioline:3,0
[CLS] Naná:2 Vasconcelos:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,percussion instrument,0,percussion instrument,0
[CLS] John Entwistle:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,bass guitar,0,bass guitar,0
[CLS] Mark Dresser:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,double bass,0,double bass,0
[CLS] Nicolas Achten:2 plays [MASK] [MASK] . [SEP],a player,harp:2,0,harp:2,0
[CLS] Alfred Genovese:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,oboe:2,0,oboe:2,0
[CLS] Changuito:2 plays [MASK] [MASK] . [SEP],theo:2,percussion instrument,0,percussion instrument,0
[CLS] Louis Speyer plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,oboe:2,0,oboe:2,0
[CLS] Thomas Todd plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Northumbrian:4 smallpipes:3,0,Northumbrian:4 smallpipes:3,0
[CLS] Alex Blake plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,double bass,0,double bass,0
[CLS] Chris Joannou:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bass guitar,0,bass guitar,0
[CLS] Susie:2 Ibarra:2 plays [MASK] [MASK] [MASK] . [SEP],the .s:2,drum kit,0,drum kit,0
[CLS] Maybelle:2 Carter plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,autoharp:3,0,autoharp:3,0
[CLS] Tomás Ó Canainn:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in in .,uilleann:3 pipes:2,0,uilleann:3 pipes:2,0
[CLS] Jah:2 Wobble:2 plays [MASK] [MASK] [MASK] . [SEP],the .r:2,bass guitar,0,bass guitar,0
[CLS] Enzo Muccetti:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,bassoon:2,0,bassoon:2,0
[CLS] Paul Plimley:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in . .,vibraphone:3,0,vibraphone:3,0
[CLS] Jim Boggio:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,accordion:2,0,accordion:2,0
[CLS] Rajendra:2 Prasanna:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Bansuri:3,0,Bansuri:3,0
[CLS] Andreas Amundsen:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,double bass,0,double bass,0
[CLS] Winston Marshall plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Billy Gould plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Sinéad:2 Madden:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . in the .,fiddle:2,0,fiddle:2,0
[CLS] Tom Petersson:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bass guitar,0,bass guitar,0
[CLS] Freddie Langdon:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,fiddle:2,0,fiddle:2,0
[CLS] Victoria Galvan:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,accordion:2,0,accordion:2,0
[CLS] Stefon:3 Harris plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,vibraphone:3,0,vibraphone:3,0
[CLS] Todd Trainer plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],in . . . .,drum kit,0,drum kit,0
[CLS] Frank Watkins plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar,0,bass guitar,0
[CLS] Hopkinson:2 Smith plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,lute:2,0,lute:2,0
[CLS] Orphy:3 Robinson plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,vibraphone:3,0,vibraphone:3,0
[CLS] Marcus Miller plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,bass guitar,0,bass guitar,0
[CLS] Rachel Hair plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,harp:2,0,harp:2,0
[CLS] Bruce Molsky:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,fiddle:2,0,fiddle:2,0
[CLS] Nell Galvin:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,fiddle:2,0,fiddle:2,0
[CLS] Lee Oskar plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],a . . . .,harmonica:2,0,harmonica:2,0
