sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Harry Shearer:2 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,The Credibility:3 Gap,0,The Credibility:3 Gap,0
[CLS] John Braxton:3 Hicks is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Society,0,Royal Society,0
[CLS] John Ure:2 is a member of [MASK] [MASK] [MASK] . [SEP],the . Party,Royal Geographical Society,0,Royal Geographical Society,0
[CLS] Percival:3 Hartley is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Society,0,Royal Society,0
[CLS] Janet Hemingway is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Society,0,Royal Society,0
[CLS] Merton:2 Russell - Cotes:2 is a member of [MASK] [MASK] [MASK] [MASK] . [SEP],the House of Party,Royal Geographical Society,0,Royal Geographical Society,0
[CLS] Moti:2 Yung:2 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Association for Computing Machinery:2,0,Association for Computing Machinery:2,0
[CLS] Duncan Sommerville:2 is a member of [MASK] [MASK] [MASK] . [SEP],the Democratic Party,Royal Society of Edinburgh,0,Royal Society of Edinburgh,0
[CLS] Alistair:2 Horne is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Society of Literature,0,Royal Society of Literature,0
[CLS] John Dainton:2 is a member of [MASK] [MASK] [MASK] . [SEP],the Conservative Party,Royal Society,0,Royal Society,0
[CLS] Sunspot:2 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,New Mutants:2,0,New Mutants:2,0
[CLS] Philip Miles is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Geographical Society,0,Royal Geographical Society,0
[CLS] Till Lindemann:2 is a member of [MASK] [MASK] . [SEP],the band,Rammstein:3,0,Rammstein:3,0
[CLS] Kazakhstan is a member of [MASK] [MASK] . [SEP],the Union,Asian Development Bank,0,Asian Development Bank,0
[CLS] Henry Bulstrode:3 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Inner Temple,0,Inner Temple,0
[CLS] John Watson is a member of [MASK] [MASK] . [SEP],the Watson,Black Panther Party,0,Black Panther Party,0
[CLS] Yabloko:3 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of of .,Liberal International,0,Liberal International,0
[CLS] Lawrence Michael Brown is a member of [MASK] [MASK] . [SEP],the Brown,Royal Society,0,Royal Society,0
[CLS] Phongchi:2 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,Idoling:2 ! ! !,0,Idoling:2 ! ! !,0
[CLS] Bangladesh is a member of [MASK] . [SEP],Bangladesh,World Trade Organization,0,World Trade Organization,0
[CLS] James Cockle:2 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Society,0,Royal Society,0
[CLS] Paul Marie Eugène Vieille:2 is a member of [MASK] [MASK] [MASK] . [SEP],the Royal Party,French Academy of Sciences,0,French Academy of Sciences,0
[CLS] Jeff Ellis is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of .s:2,Australian Academy of Science,0,Australian Academy of Science,0
[CLS] Eric Friedlander:3 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,American Mathematical Society,0,American Mathematical Society,0
[CLS] Alfred Buntru:3 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Schutzstaffel:3,0,Schutzstaffel:3,0
"[CLS] James Hamilton , 5th Duke of Hamilton is a member of [MASK] [MASK] [MASK] [MASK] . [SEP]",the Royal of Hamilton,Royal Society,0,Royal Society,0
[CLS] Leszek:2 Borysiewicz:4 is a member of [MASK] [MASK] [MASK] [MASK] . [SEP],the Party of Party,Royal College of Physicians:3,0,Royal College of Physicians:3,0
[CLS] Psylocke:3 is a member of [MASK] [MASK] . [SEP],thes:2,X - Men,0,X - Men,0
[CLS] Gustav Richter is a member of [MASK] [MASK] [MASK] . [SEP],the . Party,Schutzstaffel:3,0,Schutzstaffel:3,0
[CLS] John Byrom:2 is a member of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of ofs:2,Royal Society,0,Royal Society,0
