sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] The Riddle:3 is represented by music label [MASK] . [SEP],S,MCA Records,0,MCA Records,0
[CLS] The Hunter is represented by music label [MASK] [MASK] . [SEP],The Hunter,Liberation Music,0,Liberation Music,0
[CLS] A . K . A . is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],A . K . A,Capitol Records,0,Capitol Records,0
[CLS] We Stitch:2 These Wounds:2 is represented by music label [MASK] . [SEP],S,StandBy:3 Records,0,StandBy:3 Records,0
[CLS] The Ground is represented by music label [MASK] [MASK] . [SEP],The Ground,ECM:2 Records,0,ECM:2 Records,0
[CLS] All the Pain Money Can Buy is represented by music label [MASK] [MASK] [MASK] . [SEP],All the Pain,Hollywood Records,0,Hollywood Records,0
[CLS] Melody Calling EP is represented by music label [MASK] [MASK] . [SEP],Melody Calling,Columbia Records,0,Columbia Records,0
[CLS] Playground:2 Psychotics:2 is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Playground:2 Psychotics:2,Rykodisc:4,0,Rykodisc:4,0
[CLS] Moriah:2 Peters is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", .M:2 . Records",Reunion Records,0,Reunion Records,0
[CLS] Round Trip is represented by music label [MASK] [MASK] . [SEP],Round Trip,Capitol Records,0,Capitol Records,0
[CLS] Filmworks:2 VII : Cynical:3 Hysterie:3 Hour is represented by music label [MASK] [MASK] [MASK] . [SEP],Filmworks:2 Records,Tzadik:3 Records,0,Tzadik:3 Records,0
[CLS] Swallow:3 is represented by music label [MASK] [MASK] [MASK] . [SEP],Swallow:3,4AD:2,0,4AD:2,0
[CLS] Inevitable:3 End is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Inevitable:3 End,Relapse:3 Records,0,Relapse:3 Records,0
[CLS] Power Move is represented by music label [MASK] [MASK] . [SEP],Power Move,Don Giovanni Records,0,Don Giovanni Records,0
[CLS] Hemophiliac:5 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Hemophiliac:5,Tzadik:3 Records,0,Tzadik:3 Records,0
[CLS] Your Imagination:2 is represented by music label [MASK] . [SEP],S,Giant Records,0,Giant Records,0
[CLS] Maureen McGovern:5 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],McG:3 . Records,20th Century Fox Records,0,20th Century Fox Records,0
[CLS] Together We ' re Heavy is represented by music label [MASK] . [SEP],S,Hollywood Records,0,Hollywood Records,0
[CLS] Wrapped:3 in Red is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Wrapped:3 in Red,RCA Records,0,RCA Records,0
[CLS] Bird Nest Roys:2 is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Bird Nest Roys:2,Flying Nun Records,0,Flying Nun Records,0
[CLS] Show Me is represented by music label [MASK] [MASK] . [SEP],Show Me,Hollywood Records,0,Hollywood Records,0
[CLS] Filmstar:2 is represented by music label [MASK] [MASK] . [SEP],Filmstar:2,Nude:2 Records,0,Nude:2 Records,0
[CLS] Quiet Places is represented by music label [MASK] [MASK] . [SEP],Quiet Places,Vanguard Records,0,Vanguard Records,0
[CLS] An Evening with Belafonte:3 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . and . Records",RCA Records,0,RCA Records,0
[CLS] Swim:2 Good is represented by music label [MASK] [MASK] [MASK] . [SEP],Swim:2 Good,Def Jam Recordings,0,Def Jam Recordings,0
[CLS] Repeat:2 When Necessary:4 is represented by music label [MASK] . [SEP],S,Swan Song Records,0,Swan Song Records,0
[CLS] Once Upon a Time is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . - . Music",HIM:2 International Music,0,HIM:2 International Music,0
[CLS] Lush:2 Life is represented by music label [MASK] [MASK] [MASK] . [SEP],Lush:2 Life,Asylum Records,0,Asylum Records,0
[CLS] Blue Suede:2 Shoes is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Blue Suede:2 Shoes,Sun Records,0,Sun Records,0
[CLS] East of Midnight is represented by music label [MASK] [MASK] [MASK] . [SEP],East of Midnight,Warner Bros . Records,0,Warner Bros . Records,0
[CLS] The Manhattans:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . . . .",Columbia Records,0,Columbia Records,0
[CLS] Seagram:2 is represented by music label [MASK] [MASK] . [SEP],Seagram:2,Rap - A - Lot Records,0,Rap - A - Lot Records,0
[CLS] Bukkene:3 Bruse:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bukkene:3 Bruse:2,Grappa:3 Musikkforlag:4 A / S,0,Grappa:3 Musikkforlag:4 A / S,0
[CLS] Uncle Sam ' s Curse is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", Sam ' . Records",Ruthless:2 Records,0,Ruthless:2 Records,0
[CLS] Losin:2 ' Lately:2 Gambler:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . ' .r:2",New West Records,0,New West Records,0
[CLS] Transformer:2 is represented by music label [MASK] [MASK] . [SEP],Transformer:2,RCA Records,0,RCA Records,0
[CLS] Shin ' ai is represented by music label [MASK] [MASK] [MASK] . [SEP],Shin -a:2,King Records,0,King Records,0
[CLS] The Love Album is represented by music label [MASK] [MASK] [MASK] . [SEP],The Love Records,RCA Records,0,RCA Records,0
[CLS] Linda Perhacs:3 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" .P:2 .s:2",Asthmatic:4 Kitty,0,Asthmatic:4 Kitty,0
[CLS] Griffin House is represented by music label [MASK] [MASK] . [SEP],Griffin House,Nettwerk:3,0,Nettwerk:3,0
[CLS] Yung:2 Joc:2 is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Yung:2 Joc:2,Bad Boy Records,0,Bad Boy Records,0
[CLS] The Rhythm of the Saints is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],The . of .s:2,Warner Bros . Records,0,Warner Bros . Records,0
[CLS] The Stardust:2 Bowling is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],The Stardust:2 Bowling,Warner Music Group,0,Warner Music Group,0
[CLS] On a Night Like This is represented by music label [MASK] . [SEP],S,Parlophone:3,0,Parlophone:3,0
[CLS] Poison Pen is represented by music label [MASK] [MASK] . [SEP],Poison Pen,Big Time Records,0,Big Time Records,0
[CLS] Revelation:3 Nausea:3 is represented by music label [MASK] . [SEP],S,Metal Blade Records,0,Metal Blade Records,0
[CLS] My Guitar Wants:2 to Kill Your Mama is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . and . Records",Reprise Records,0,Reprise Records,0
[CLS] Me in Motion is represented by music label [MASK] [MASK] [MASK] . [SEP],Me in Motion,Centricity:3 Music,0,Centricity:3 Music,0
[CLS] Strange Times is represented by music label [MASK] [MASK] . [SEP],Strange Times,Geffen:3 Records,0,Geffen:3 Records,0
[CLS] Boylan:2 Heights is represented by music label [MASK] [MASK] [MASK] . [SEP],Boylan:2 Heights,TVT:2 Records,0,TVT:2 Records,0
[CLS] Smells:3 Like Children is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Smells:3 Like Children,Interscope:2 Records,0,Interscope:2 Records,0
[CLS] Strawberry:4 Moon is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Strawberry:4 Moon,Columbia Records,0,Columbia Records,0
[CLS] Out of My Hands is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Out of My Hands,Island Records,0,Island Records,0
[CLS] Hey Now Hey ( The Other Side of the Sky ) is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . and .s:2",Atlantic Records,0,Atlantic Records,0
[CLS] Soar:2 is represented by music label [MASK] [MASK] . [SEP],Soar:2,New Red Archives,0,New Red Archives,0
[CLS] Vida is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],L . . . .,Sony Music Latin,0,Sony Music Latin,0
[CLS] La solitudine:2 is represented by music label [MASK] . [SEP],S,CGD:2,0,CGD:2,0
[CLS] Sam Sparro:2 is represented by music label [MASK] [MASK] [MASK] . [SEP],SamM:2 Records,Island Records,0,Island Records,0
[CLS] The Hunger is represented by music label [MASK] . [SEP],S,Columbia Records,0,Columbia Records,0
[CLS] Missin:2 You Already:3 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Missin:2 ' .s:2,Polydor Records,0,Polydor Records,0
[CLS] Midnight Sun is represented by music label [MASK] [MASK] . [SEP],Midnight Sun,A & M Records,0,A & M Records,0
[CLS] Cherry Ghost is represented by music label [MASK] [MASK] . [SEP],Cherry Ghost,Heavenly:2 Recordings,0,Heavenly:2 Recordings,0
[CLS] Lead is represented by music label [MASK] . [SEP],Lead,Pony Canyon,0,Pony Canyon,0
[CLS] Country Partners is represented by music label [MASK] [MASK] . [SEP],Country Partners,MCA Records,0,MCA Records,0
[CLS] Hot Damn:2 ! is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", Hot Dam . !",Ferret:3 Music,0,Ferret:3 Music,0
[CLS] Keith Harling:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . and . Records",Universal Music Group Nashville,0,Universal Music Group Nashville,0
[CLS] Birds in Row is represented by music label [MASK] [MASK] [MASK] . [SEP],Birds in Row,Deathwish:3 Inc .,0,Deathwish:3 Inc .,0
[CLS] In Memory Of is represented by music label [MASK] . [SEP],S,Blue Note Records,0,Blue Note Records,0
[CLS] The Dance is represented by music label [MASK] [MASK] . [SEP],The Dance,Play It Again Sam,0,Play It Again Sam,0
[CLS] Chris Couchois:3 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" .M:2 . Records",Warner Bros . Records,0,Warner Bros . Records,0
[CLS] Kim Da - som is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" Kim - - """,Starshit:2 Entertainment,0,Starshit:2 Entertainment,0
[CLS] The Chant is represented by music label [MASK] . [SEP],S,Riverside Records,0,Riverside Records,0
[CLS] Round & Round is represented by music label [MASK] [MASK] [MASK] . [SEP],Round & Round,Factory Records,0,Factory Records,0
[CLS] Naktis:3 is represented by music label [MASK] [MASK] [MASK] . [SEP],Naktis:3,Magnitizdat:4,0,Magnitizdat:4,0
[CLS] Definition of a Band is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", . . . band",Perspective Records,0,Perspective Records,0
