sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Mission Trails:2 Regional Park is located in [MASK] [MASK] [MASK] . [SEP],"Mission ,s:2",United States of America,0,United States of America,0
[CLS] 2005 SAP Open is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , Open",United States of America,0,United States of America,0
[CLS] Manson is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , County",United States of America,0,United States of America,0
[CLS] Horry:2 County Schools is located in [MASK] [MASK] [MASK] . [SEP],Horry:2 County,United States of America,0,United States of America,0
[CLS] FC Dosta:2 Bystrc:3 - Kníničky:4 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],theta:2 Bystrc:3,Czech Republic,0,Czech Republic,0
[CLS] Moraga:2 is located in [MASK] [MASK] . [SEP],Moraga:2,United States of America,0,United States of America,0
[CLS] Easterly:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of . .,United States of America,0,United States of America,0
[CLS] Ecorse:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , of , .",United States of America,0,United States of America,0
[CLS] Korea Carbon Capture:2 & Sequestration:3 R & D Center is located in [MASK] . [SEP],Korea,South Korea,0,South Korea,0
[CLS] Daniels is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . , . .",United States of America,0,United States of America,0
[CLS] Hoodlebug:3 is located in [MASK] [MASK] [MASK] . [SEP],"Hood ,ug:2",United States of America,0,United States of America,0
[CLS] Blue Downs is located in [MASK] [MASK] . [SEP],Blue Downs,South Africa,0,South Africa,0
[CLS] Cornucopia:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Cornucopia:4,United States of America,0,United States of America,0
[CLS] Edgerton:2 is located in [MASK] [MASK] . [SEP],Edgerton:2,United States of America,0,United States of America,0
[CLS] Fort Drummond is located in [MASK] [MASK] . [SEP],the Drummond,United States of America,0,United States of America,0
"[CLS] Vick:2 , Louisiana is located in [MASK] [MASK] [MASK] [MASK] . [SEP]","Vick:2 , Louisiana",United States of America,0,United States of America,0
[CLS] Bolivar:2 is located in [MASK] [MASK] . [SEP],Bolivar:2,United States of America,0,United States of America,0
[CLS] Limestone:3 Township is located in [MASK] [MASK] . [SEP],the County,United States of America,0,United States of America,0
[CLS] ASFA:2 Yennenga:3 is located in [MASK] [MASK] [MASK] . [SEP],Yennenga:3,Burkina Faso,0,Burkina Faso,0
"[CLS] National Register of Historic Places listings:2 in Orange County , Indiana is located in [MASK] [MASK] [MASK] [MASK] . [SEP]","Orange County , Indiana",United States of America,0,United States of America,0
[CLS] Unity Christian High School is located in [MASK] . [SEP],Unity,United States of America,0,United States of America,0
[CLS] Brighton Mall is located in [MASK] . [SEP],Brighton,United States of America,0,United States of America,0
[CLS] Whitcomb:4 Heights is located in [MASK] [MASK] . [SEP],the town,United States of America,0,United States of America,0
[CLS] Memel:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of of .,South Africa,0,South Africa,0
[CLS] Political party strength in Alaska is located in [MASK] . [SEP],Alaska,United States of America,0,United States of America,0
[CLS] Anoka:2 County - Blaine:2 Airport is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Blaine:2 County Blaine:2,United States of America,0,United States of America,0
[CLS] Gwanghwamun:4 Station is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"Gwang:2 ,mun:2",South Korea,0,South Korea,0
[CLS] Elmo:2 is located in [MASK] [MASK] . [SEP],theo:2,United States of America,0,United States of America,0
[CLS] Army of the Gulf is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , Gulf",United States of America,0,United States of America,0
[CLS] Lewis and Clark Community College is located in [MASK] [MASK] [MASK] . [SEP],"Lewis , Clark",United States of America,0,United States of America,0
[CLS] Hardscrabble:4 Pass is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , of , Pass",United States of America,0,United States of America,0
[CLS] USA - 251 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , .",United States of America,0,United States of America,0
[CLS] Weiyuan:2 County is located in [MASK] [MASK] . [SEP],the County,People ' s Republic of China,0,People ' s Republic of China,0
"[CLS] La Fortuna , Costa Rica is located in [MASK] [MASK] [MASK] . [SEP]",the Fortuna Fortuna,Costa Rica,0,Costa Rica,0
[CLS] Dimandougou:4 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of ofu:2,Ivory Coast,0,Ivory Coast,0
[CLS] Joshua Bates School is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , .",United States of America,0,United States of America,0
[CLS] New Cush:2 is located in [MASK] [MASK] [MASK] . [SEP],New Cush:2,South Sudan,0,South Sudan,0
[CLS] Allegheny:3 Health Network is located in [MASK] [MASK] [MASK] . [SEP],Allegheny:3,United States of America,0,United States of America,0
[CLS] Sørvágs:3 Municipality is located in [MASK] [MASK] . [SEP],the county,Faroe:2 Islands,0,Faroe:2 Islands,0
[CLS] Porto Novo is located in [MASK] [MASK] . [SEP],Porto city,Cape Verde,0,Cape Verde,0
[CLS] Silver Lake College is located in [MASK] [MASK] . [SEP],Silver Lake,United States of America,0,United States of America,0
[CLS] Santa Rosa is located in [MASK] [MASK] . [SEP],Santa Rosa,United States of America,0,United States of America,0
[CLS] Kibby:2 Wind Power Project is located in [MASK] [MASK] . [SEP],Kibby:2,United States of America,0,United States of America,0
[CLS] Lake Lucerne:2 is located in [MASK] [MASK] [MASK] . [SEP],Lake Lucerne:2,United States of America,0,United States of America,0
[CLS] Plantation:2 Key is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , , .",United States of America,0,United States of America,0
[CLS] NorthSide:3 is located in [MASK] [MASK] [MASK] . [SEP],"North ,ide:2",United States of America,0,United States of America,0
[CLS] Buttzville:3 is located in [MASK] [MASK] . [SEP],the County,United States of America,0,United States of America,0
