sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Mercedes AMG:2 High Performance Powertrains:3 is owned by [MASK] [MASK] [MASK] . [SEP],Mercedes AMG:2,Daimler AG,0,Daimler AG,0
[CLS] SS Adriatic:3 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],SS Adriatic:3,White Star Line,0,White Star Line,0
[CLS] Renco:2 Group is owned by [MASK] [MASK] [MASK] . [SEP],Renco:2 Group,Ira Rennert:2,0,Ira Rennert:2,0
[CLS] Hyderabad House is owned by [MASK] [MASK] . [SEP],Hyderabad House,Hyderabad State,0,Hyderabad State,0
[CLS] VHS is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,JVC:3,0,JVC:3,0
[CLS] Interstate 696 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . , .s:2",Michigan Department of Transportation,0,Michigan Department of Transportation,0
[CLS] Aim:2 toothpaste:4 is owned by [MASK] [MASK] . [SEP],Aim:2,Church & Dwight,0,Church & Dwight,0
[CLS] Abeka:2 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Pensacola:3 Christian College,0,Pensacola:3 Christian College,0
[CLS] Class CNBC:2 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Class Editori:2,0,Class Editori:2,0
[CLS] Bassano:2 Virtus:2 55 S . T . is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bassano:2 F . F,Renzo Rosso,0,Renzo Rosso,0
[CLS] Stadio Comunale:2 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . , . .",Chiavari:3,0,Chiavari:3,0
[CLS] Wilkerson:3 - Sanders Memorial Stadium is owned by [MASK] [MASK] . [SEP],the Field,Rockwall:2 Independent School District,0,Rockwall:2 Independent School District,0
[CLS] Royal Terrace Pier is owned by [MASK] [MASK] [MASK] . [SEP],Royal Terrace Pier,Port of London Authority,0,Port of London Authority,0
[CLS] Carrier Corporation is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,United Technologies Corporation,0,United Technologies Corporation,0
[CLS] MacCracken:4 Hall is owned by [MASK] [MASK] . [SEP],the Hall,Miami University,0,Miami University,0
[CLS] Wray:2 Castle is owned by [MASK] [MASK] [MASK] . [SEP],Wray:2 Castle,National Trust,0,National Trust,0
[CLS] Stadio Comunale:2 Mario Battaglini:3 is owned by [MASK] [MASK] . [SEP],the city,Rovigo:3,0,Rovigo:3,0
[CLS] Karlovačka:3 pivovara:3 is owned by [MASK] [MASK] . [SEP],the company,Heineken:2,0,Heineken:2,0
[CLS] Cartoon Network Studios is owned by [MASK] [MASK] [MASK] . [SEP],Cartoon Network Studios,Turner Broadcasting System,0,Turner Broadcasting System,0
